pokemon,move,category,elite
alolan meowth,Scratch,fast,0
alolan meowth,Dark Pulse,charge,0
alolan meowth,Foul Play,charge,0
alolan meowth,Night Slash,charge,0
alolan meowth,Trailblaze,charge,0
galarian meowth,Scratch,fast,0
galarian meowth,Metal Claw,fast,0
galarian meowth,Metal Sound,fast,0
galarian meowth,Night Slash,charge,0
galarian meowth,Gyro Ball,charge,0
galarian meowth,Dig,charge,0
galarian meowth,Trailblaze,charge,0
shadow meowth,Bite,fast,0
shadow meowth,Scratch,fast,0
shadow meowth,Body Slam,charge,0
shadow meowth,Dark Pulse,charge,0
shadow meowth,Foul Play,charge,0
shadow meowth,Night Slash,charge,0
persian,Feint Attack,fast,0
persian,Scratch,fast,0
persian,Foul Play,charge,0
persian,Night Slash,charge,1
persian,Play Rough,charge,0
persian,Power Gem,charge,0
persian,Payback,charge,0
alolan persian,Feint Attack,fast,0
alolan persian,Scratch,fast,0
alolan persian,Dark Pulse,charge,0
alolan persian,Foul Play,charge,0
alolan persian,Play Rough,charge,0
alolan persian,Payback,charge,0
alolan persian,Trailblaze,charge,0
shadow persian,Feint Attack,fast,0
shadow persian,Scratch,fast,0
shadow persian,Foul Play,charge,0
shadow persian,Night Slash,charge,0
shadow persian,Play Rough,charge,0
shadow persian,Power Gem,charge,0
shadow persian,Payback,charge,0
psyduck,Water Gun,fast,0
psyduck,Zen Headbutt,fast,0
psyduck,Aqua Tail,charge,0
psyduck,Cross Chop,charge,0
psyduck,Psybeam,charge,0
shadow psyduck,Water Gun,fast,0
shadow psyduck,Zen Headbutt,fast,0
shadow psyduck,Aqua Tail,charge,0
shadow psyduck,Cross Chop,charge,0
shadow psyduck,Psybeam,charge,0
golduck,Confusion,fast,0
golduck,Water Gun,fast,0
golduck,Hydro Pump,charge,0
golduck,Ice Beam,charge,0
golduck,Psychic,charge,0
golduck,Bubble Beam,charge,0
golduck,Synchronoise,charge,0
golduck,Cross Chop,charge,0
golduck,Liquidation,charge,0
shadow golduck,Confusion,fast,0
shadow golduck,Water Gun,fast,0
shadow golduck,Hydro Pump,charge,0
shadow golduck,Ice Beam,charge,0
shadow golduck,Psychic,charge,0
shadow golduck,Bubble Beam,charge,0
shadow golduck,Synchronoise,charge,0
shadow golduck,Cross Chop,charge,0
shadow golduck,Liquidation,charge,0
mankey,Karate Chop,fast,0
mankey,Scratch,fast,0
mankey,Brick Break,charge,0
mankey,Cross Chop,charge,0
mankey,Low Sweep,charge,0
shadow mankey,Karate Chop,fast,0
shadow mankey,Scratch,fast,0
shadow mankey,Brick Break,charge,0
shadow mankey,Cross Chop,charge,0
shadow mankey,Low Sweep,charge,0
primeape,Counter,fast,0
primeape,Karate Chop,fast,1
primeape,Low Kick,fast,0
primeape,Close Combat,charge,0
primeape,Cross Chop,charge,1
primeape,Low Sweep,charge,0
primeape,Night Slash,charge,0
primeape,Ice Punch,charge,0
primeape,Rage Fist,charge,1
shadow primeape,Counter,fast,0
shadow primeape,Karate Chop,fast,0
shadow primeape,Low Kick,fast,0
shadow primeape,Close Combat,charge,0
shadow primeape,Cross Chop,charge,0
shadow primeape,Low Sweep,charge,0
shadow primeape,Night Slash,charge,0
shadow primeape,Ice Punch,charge,0
shadow primeape,Rage Fist,charge,0
growlithe,Bite,fast,0
growlithe,Ember,fast,0
growlithe,Body Slam,charge,0
growlithe,Flame Wheel,charge,0
growlithe,Flamethrower,charge,0
hisuian growlithe,Bite,fast,0
hisuian growlithe,Ember,fast,0
hisuian growlithe,Rock Slide,charge,0
hisuian growlithe,Crunch,charge,0
hisuian growlithe,Flamethrower,charge,0
shadow growlithe,Bite,fast,0
shadow growlithe,Ember,fast,0
shadow growlithe,Body Slam,charge,0
shadow growlithe,Flame Wheel,charge,0
shadow growlithe,Flamethrower,charge,0
arcanine,Bite,fast,1
arcanine,Fire Fang,fast,0
arcanine,Snarl,fast,0
arcanine,Thunder Fang,fast,0
arcanine,Bulldoze,charge,1
arcanine,Crunch,charge,0
arcanine,Fire Blast,charge,0
arcanine,Flamethrower,charge,0
arcanine,Wild Charge,charge,0
arcanine,Psychic Fangs,charge,0
arcanine,Scorching Sands,charge,0
hisuian arcanine,Fire Fang,fast,0
hisuian arcanine,Snarl,fast,0
hisuian arcanine,Rock Smash,fast,0
hisuian arcanine,Rock Slide,charge,0
hisuian arcanine,Wild Charge,charge,0
hisuian arcanine,Crunch,charge,0
hisuian arcanine,Flamethrower,charge,0
shadow arcanine,Bite,fast,0
shadow arcanine,Fire Fang,fast,0
shadow arcanine,Snarl,fast,0
shadow arcanine,Thunder Fang,fast,0
shadow arcanine,Bulldoze,charge,0
shadow arcanine,Crunch,charge,0
shadow arcanine,Fire Blast,charge,0
shadow arcanine,Flamethrower,charge,0
shadow arcanine,Wild Charge,charge,0
shadow arcanine,Psychic Fangs,charge,0
shadow arcanine,Scorching Sands,charge,0
poliwag,Bubble,fast,0
poliwag,Mud Shot,fast,0
poliwag,Body Slam,charge,0
poliwag,Bubble Beam,charge,0
poliwag,Mud Bomb,charge,0
shadow poliwag,Bubble,fast,0
shadow poliwag,Mud Shot,fast,0
shadow poliwag,Body Slam,charge,0
shadow poliwag,Bubble Beam,charge,0
shadow poliwag,Mud Bomb,charge,0
poliwhirl,Bubble,fast,0
poliwhirl,Mud Shot,fast,0
poliwhirl,Bubble Beam,charge,0
poliwhirl,Mud Bomb,charge,0
poliwhirl,Scald,charge,1
poliwhirl,Water Pulse,charge,0
shadow poliwhirl,Bubble,fast,0
shadow poliwhirl,Mud Shot,fast,0
shadow poliwhirl,Bubble Beam,charge,0
shadow poliwhirl,Mud Bomb,charge,0
shadow poliwhirl,Scald,charge,0
shadow poliwhirl,Water Pulse,charge,0
poliwrath,Bubble,fast,0
poliwrath,Mud Shot,fast,0
poliwrath,Rock Smash,fast,0
poliwrath,Counter,fast,1
poliwrath,Dynamic Punch,charge,0
poliwrath,Hydro Pump,charge,0
poliwrath,Ice Punch,charge,0
poliwrath,Submission,charge,1
poliwrath,Power-Up Punch,charge,0
poliwrath,Scald,charge,0
poliwrath,Icy Wind,charge,0
shadow poliwrath,Bubble,fast,0
shadow poliwrath,Mud Shot,fast,0
shadow poliwrath,Rock Smash,fast,0
shadow poliwrath,Counter,fast,0
shadow poliwrath,Dynamic Punch,charge,0
shadow poliwrath,Hydro Pump,charge,0
shadow poliwrath,Ice Punch,charge,0
shadow poliwrath,Submission,charge,0
shadow poliwrath,Power-Up Punch,charge,0
shadow poliwrath,Scald,charge,0
shadow poliwrath,Icy Wind,charge,0
abra,Charge Beam,fast,0
abra,Zen Headbutt,fast,0
abra,Psyshock,charge,0
abra,Shadow Ball,charge,0
abra,Signal Beam,charge,0
shadow abra,Charge Beam,fast,0
shadow abra,Zen Headbutt,fast,0
shadow abra,Psyshock,charge,0
shadow abra,Shadow Ball,charge,0
shadow abra,Signal Beam,charge,0
kadabra,Confusion,fast,0
kadabra,Psycho Cut,fast,0
kadabra,Dazzling Gleam,charge,0
kadabra,Psybeam,charge,0
kadabra,Shadow Ball,charge,0
shadow kadabra,Confusion,fast,0
shadow kadabra,Psycho Cut,fast,0
shadow kadabra,Dazzling Gleam,charge,0
shadow kadabra,Psybeam,charge,0
shadow kadabra,Shadow Ball,charge,0
alakazam,Confusion,fast,0
alakazam,Psycho Cut,fast,0
alakazam,Counter,fast,1
alakazam,Dazzling Gleam,charge,1
alakazam,Fire Punch,charge,0
alakazam,Focus Blast,charge,0
alakazam,Future Sight,charge,0
alakazam,Psychic,charge,1
alakazam,Shadow Ball,charge,0
mega alakazam,Confusion,fast,0
mega alakazam,Psycho Cut,fast,0
mega alakazam,Counter,fast,0
mega alakazam,Dazzling Gleam,charge,0
mega alakazam,Fire Punch,charge,0
mega alakazam,Focus Blast,charge,0
mega alakazam,Future Sight,charge,0
mega alakazam,Psychic,charge,0
mega alakazam,Shadow Ball,charge,0
shadow alakazam,Confusion,fast,0
shadow alakazam,Psycho Cut,fast,0
shadow alakazam,Counter,fast,0
shadow alakazam,Dazzling Gleam,charge,0
shadow alakazam,Fire Punch,charge,0
shadow alakazam,Focus Blast,charge,0
shadow alakazam,Future Sight,charge,0
shadow alakazam,Psychic,charge,0
shadow alakazam,Shadow Ball,charge,0
machop,Karate Chop,fast,0
machop,Low Kick,fast,1
machop,Rock Smash,fast,0
machop,Brick Break,charge,0
machop,Cross Chop,charge,0
machop,Low Sweep,charge,0
shadow machop,Karate Chop,fast,0
shadow machop,Low Kick,fast,0
shadow machop,Rock Smash,fast,0
shadow machop,Brick Break,charge,0
shadow machop,Cross Chop,charge,0
shadow machop,Low Sweep,charge,0
machoke,Karate Chop,fast,0
machoke,Low Kick,fast,0
machoke,Brick Break,charge,0
machoke,Cross Chop,charge,1
machoke,Dynamic Punch,charge,0
machoke,Submission,charge,0
shadow machoke,Karate Chop,fast,0
shadow machoke,Low Kick,fast,0
shadow machoke,Brick Break,charge,0
shadow machoke,Cross Chop,charge,0
shadow machoke,Dynamic Punch,charge,0
shadow machoke,Submission,charge,0
machamp,Bullet Punch,fast,0
machamp,Counter,fast,0
machamp,Karate Chop,fast,1
machamp,Close Combat,charge,0
machamp,Cross Chop,charge,0
machamp,Dynamic Punch,charge,0
machamp,Heavy Slam,charge,0
machamp,Rock Slide,charge,0
machamp,Stone Edge,charge,1
machamp,Submission,charge,1
machamp,Payback,charge,1
shadow machamp,Bullet Punch,fast,0
shadow machamp,Counter,fast,0
shadow machamp,Karate Chop,fast,0
shadow machamp,Close Combat,charge,0
shadow machamp,Cross Chop,charge,0
shadow machamp,Dynamic Punch,charge,0
shadow machamp,Heavy Slam,charge,0
shadow machamp,Rock Slide,charge,0
shadow machamp,Stone Edge,charge,0
shadow machamp,Submission,charge,0
shadow machamp,Payback,charge,0
bellsprout,Acid,fast,0
bellsprout,Vine Whip,fast,0
bellsprout,Power Whip,charge,0
bellsprout,Sludge Bomb,charge,0
bellsprout,Wrap,charge,0
shadow bellsprout,Acid,fast,0
shadow bellsprout,Vine Whip,fast,0
shadow bellsprout,Power Whip,charge,0
shadow bellsprout,Sludge Bomb,charge,0
shadow bellsprout,Wrap,charge,0
weepinbell,Acid,fast,0
weepinbell,Bullet Seed,fast,0
weepinbell,Razor Leaf,fast,1
weepinbell,Power Whip,charge,0
weepinbell,Seed Bomb,charge,0
weepinbell,Sludge Bomb,charge,0
shadow weepinbell,Acid,fast,0
shadow weepinbell,Bullet Seed,fast,0
shadow weepinbell,Razor Leaf,fast,0
shadow weepinbell,Power Whip,charge,0
shadow weepinbell,Seed Bomb,charge,0
shadow weepinbell,Sludge Bomb,charge,0
victreebel,Acid,fast,0
victreebel,Razor Leaf,fast,0
victreebel,Magical Leaf,fast,1
victreebel,Leaf Blade,charge,0
victreebel,Sludge Bomb,charge,0
victreebel,Solar Beam,charge,0
victreebel,Acid Spray,charge,0
victreebel,Leaf Tornado,charge,0
mega victreebel,Acid,fast,0
mega victreebel,Razor Leaf,fast,0
mega victreebel,Magical Leaf,fast,0
mega victreebel,Leaf Blade,charge,0
mega victreebel,Sludge Bomb,charge,0
mega victreebel,Solar Beam,charge,0
mega victreebel,Acid Spray,charge,0
mega victreebel,Acid Spray+,charge,1
mega victreebel,Leaf Tornado,charge,0
shadow victreebel,Acid,fast,0
shadow victreebel,Razor Leaf,fast,0
shadow victreebel,Magical Leaf,fast,0
shadow victreebel,Leaf Blade,charge,0
shadow victreebel,Sludge Bomb,charge,0
shadow victreebel,Solar Beam,charge,0
shadow victreebel,Acid Spray,charge,0
shadow victreebel,Leaf Tornado,charge,0
tentacool,Bubble,fast,0
tentacool,Poison Sting,fast,0
tentacool,Bubble Beam,charge,0
tentacool,Water Pulse,charge,0
tentacool,Wrap,charge,0
shadow tentacool,Bubble,fast,0
shadow tentacool,Poison Sting,fast,0
shadow tentacool,Bubble Beam,charge,0
shadow tentacool,Water Pulse,charge,0
shadow tentacool,Wrap,charge,0
tentacruel,Acid,fast,0
tentacruel,Poison Jab,fast,0
tentacruel,Poison Sting,fast,0
tentacruel,Blizzard,charge,0
tentacruel,Hydro Pump,charge,0
tentacruel,Sludge Wave,charge,0
tentacruel,Acid Spray,charge,0
tentacruel,Scald,charge,0
tentacruel,Payback,charge,0
shadow tentacruel,Acid,fast,0
shadow tentacruel,Poison Jab,fast,0
shadow tentacruel,Poison Sting,fast,0
shadow tentacruel,Blizzard,charge,0
shadow tentacruel,Hydro Pump,charge,0
shadow tentacruel,Sludge Wave,charge,0
shadow tentacruel,Acid Spray,charge,0
shadow tentacruel,Scald,charge,0
shadow tentacruel,Payback,charge,0
geodude,Rock Throw,fast,0
geodude,Tackle,fast,0
geodude,Dig,charge,0
geodude,Rock Slide,charge,0
geodude,Rock Tomb,charge,0
alolan geodude,Rock Throw,fast,0
alolan geodude,Volt Switch,fast,0
alolan geodude,Rock Slide,charge,0
alolan geodude,Rock Tomb,charge,0
alolan geodude,Thunderbolt,charge,0
shadow geodude,Rock Throw,fast,0
shadow geodude,Tackle,fast,0
shadow geodude,Dig,charge,0
shadow geodude,Rock Slide,charge,0
shadow geodude,Rock Tomb,charge,0
graveler,Mud Shot,fast,0
graveler,Mud Slap,fast,0
graveler,Rock Throw,fast,0
graveler,Dig,charge,0
graveler,Rock Blast,charge,0
graveler,Rock Slide,charge,1
graveler,Stone Edge,charge,0
alolan graveler,Rock Throw,fast,0
alolan graveler,Volt Switch,fast,0
alolan graveler,Rock Blast,charge,0
alolan graveler,Stone Edge,charge,0
alolan graveler,Thunderbolt,charge,0
shadow graveler,Mud Shot,fast,0
shadow graveler,Mud Slap,fast,0
shadow graveler,Rock Throw,fast,0
shadow graveler,Dig,charge,0
shadow graveler,Rock Blast,charge,0
shadow graveler,Rock Slide,charge,0
shadow graveler,Stone Edge,charge,0
golem,Mud Shot,fast,0
golem,Mud Slap,fast,0
golem,Rock Throw,fast,0
golem,Ancient Power,charge,0
golem,Earthquake,charge,0
golem,Rock Blast,charge,0
golem,Stone Edge,charge,0
alolan golem,Rock Throw,fast,0
alolan golem,Volt Switch,fast,0
alolan golem,Rollout,fast,0
alolan golem,Rock Blast,charge,0
alolan golem,Stone Edge,charge,0
alolan golem,Wild Charge,charge,0
shadow golem,Mud Shot,fast,0
shadow golem,Mud Slap,fast,0
shadow golem,Rock Throw,fast,0
shadow golem,Ancient Power,charge,0
shadow golem,Earthquake,charge,0
shadow golem,Rock Blast,charge,0
shadow golem,Stone Edge,charge,0
ponyta,Ember,fast,0
ponyta,Tackle,fast,0
ponyta,Fire Blast,charge,1
ponyta,Flame Charge,charge,0
ponyta,Flame Wheel,charge,0
ponyta,Stomp,charge,0
galarian ponyta,Low Kick,fast,0
galarian ponyta,Psycho Cut,fast,0
galarian ponyta,Play Rough,charge,0
galarian ponyta,Psybeam,charge,0
galarian ponyta,Swift,charge,0
shadow ponyta,Ember,fast,0
shadow ponyta,Tackle,fast,0
shadow ponyta,Fire Blast,charge,0
shadow ponyta,Flame Charge,charge,0
shadow ponyta,Flame Wheel,charge,0
shadow ponyta,Stomp,charge,0
rapidash,Ember,fast,1
rapidash,Fire Spin,fast,0
rapidash,Low Kick,fast,0
rapidash,Incinerate,fast,0
rapidash,Drill Run,charge,0
rapidash,Fire Blast,charge,0
rapidash,Heat Wave,charge,0
rapidash,Flame Charge,charge,0
rapidash,Scorching Sands,charge,0
rapidash,Wild Charge,charge,1
galarian rapidash,Low Kick,fast,0
galarian rapidash,Psycho Cut,fast,0
galarian rapidash,Fairy Wind,fast,0
galarian rapidash,Play Rough,charge,0
galarian rapidash,Psychic,charge,0
galarian rapidash,Body Slam,charge,0
galarian rapidash,Megahorn,charge,0
galarian rapidash,High Horsepower,charge,0
galarian rapidash,Wild Charge,charge,0
shadow rapidash,Ember,fast,0
shadow rapidash,Fire Spin,fast,0
shadow rapidash,Low Kick,fast,0
shadow rapidash,Incinerate,fast,0
shadow rapidash,Drill Run,charge,0
shadow rapidash,Fire Blast,charge,0
shadow rapidash,Heat Wave,charge,0
shadow rapidash,Flame Charge,charge,0
shadow rapidash,Scorching Sands,charge,0
shadow rapidash,Wild Charge,charge,0
slowpoke,Confusion,fast,0
slowpoke,Water Gun,fast,0
slowpoke,Psychic,charge,0
slowpoke,Psyshock,charge,0
slowpoke,Water Pulse,charge,0
galarian slowpoke,Confusion,fast,0
galarian slowpoke,Iron Tail,fast,0
galarian slowpoke,Surf,charge,0
galarian slowpoke,Psyshock,charge,0
galarian slowpoke,Psychic,charge,0
shadow slowpoke,Confusion,fast,0
shadow slowpoke,Water Gun,fast,0
shadow slowpoke,Psychic,charge,0
shadow slowpoke,Psyshock,charge,0
shadow slowpoke,Water Pulse,charge,0
slowbro,Confusion,fast,0
slowbro,Water Gun,fast,0
slowbro,Ice Beam,charge,0
slowbro,Psychic,charge,0
slowbro,Water Pulse,charge,0
slowbro,Surf,charge,1
slowbro,Scald,charge,0
slowbro,Drain Punch,charge,0
galarian slowbro,Confusion,fast,0
galarian slowbro,Poison Jab,fast,0
galarian slowbro,Focus Blast,charge,0
galarian slowbro,Psychic,charge,0
galarian slowbro,Sludge Bomb,charge,0
galarian slowbro,Surf,charge,0
galarian slowbro,Scald,charge,0
galarian slowbro,Brutal Swing,charge,0
galarian slowbro,Drain Punch,charge,0
mega slowbro,Confusion,fast,0
mega slowbro,Water Gun,fast,0
mega slowbro,Ice Beam,charge,0
mega slowbro,Psychic,charge,0
mega slowbro,Water Pulse,charge,0
mega slowbro,Surf,charge,0
mega slowbro,Scald,charge,0
mega slowbro,Drain Punch,charge,0
shadow slowbro,Confusion,fast,0
shadow slowbro,Water Gun,fast,0
shadow slowbro,Ice Beam,charge,0
shadow slowbro,Psychic,charge,0
shadow slowbro,Water Pulse,charge,0
shadow slowbro,Surf,charge,0
shadow slowbro,Scald,charge,0
shadow slowbro,Drain Punch,charge,0
magnemite,Spark,fast,0
magnemite,Thunder Shock,fast,0
magnemite,Volt Switch,fast,0
magnemite,Metal Sound,fast,0
magnemite,Discharge,charge,0
magnemite,Magnet Bomb,charge,0
magnemite,Thunderbolt,charge,0
shadow magnemite,Spark,fast,0
shadow magnemite,Thunder Shock,fast,0
shadow magnemite,Volt Switch,fast,0
shadow magnemite,Metal Sound,fast,0
shadow magnemite,Discharge,charge,0
shadow magnemite,Magnet Bomb,charge,0
shadow magnemite,Thunderbolt,charge,0
magneton,Charge Beam,fast,0
magneton,Spark,fast,0
magneton,Thunder Shock,fast,0
magneton,Volt Switch,fast,0
magneton,Metal Sound,fast,0
magneton,Discharge,charge,0
magneton,Flash Cannon,charge,0
magneton,Magnet Bomb,charge,0
magneton,Zap Cannon,charge,0
shadow magneton,Charge Beam,fast,0
shadow magneton,Spark,fast,0
shadow magneton,Thunder Shock,fast,0
shadow magneton,Volt Switch,fast,0
shadow magneton,Metal Sound,fast,0
shadow magneton,Discharge,charge,0
shadow magneton,Flash Cannon,charge,0
shadow magneton,Magnet Bomb,charge,0
shadow magneton,Zap Cannon,charge,0
farfetchd,Air Slash,fast,0
farfetchd,Cut,fast,1
farfetchd,Fury Cutter,fast,0
farfetchd,Aerial Ace,charge,0
farfetchd,Air Cutter,charge,0
farfetchd,Leaf Blade,charge,0
galarian farfetchd,Rock Smash,fast,0
galarian farfetchd,Fury Cutter,fast,0
galarian farfetchd,Brick Break,charge,0
galarian farfetchd,Brave Bird,charge,0
galarian farfetchd,Leaf Blade,charge,0
doduo,Peck,fast,0
doduo,Quick Attack,fast,0
doduo,Aerial Ace,charge,0
doduo,Brave Bird,charge,0
doduo,Drill Peck,charge,0
doduo,Swift,charge,1
dodrio,Feint Attack,fast,0
dodrio,Steel Wing,fast,0
dodrio,Peck,fast,0
dodrio,Aerial Ace,charge,0
dodrio,Air Cutter,charge,1
dodrio,Brave Bird,charge,0
dodrio,Drill Peck,charge,0
dodrio,Trailblaze,charge,0
seel,Ice Shard,fast,0
seel,Lick,fast,0
seel,Water Gun,fast,1
seel,Aqua Jet,charge,1
seel,Aqua Tail,charge,0
seel,Aurora Beam,charge,0
seel,Icy Wind,charge,0
shadow seel,Ice Shard,fast,0
shadow seel,Lick,fast,0
shadow seel,Water Gun,fast,0
shadow seel,Aqua Jet,charge,0
shadow seel,Aqua Tail,charge,0
shadow seel,Aurora Beam,charge,0
shadow seel,Icy Wind,charge,0
dewgong,Frost Breath,fast,0
dewgong,Ice Shard,fast,1
dewgong,Iron Tail,fast,0
dewgong,Aqua Jet,charge,1
dewgong,Aurora Beam,charge,0
dewgong,Blizzard,charge,0
dewgong,Icy Wind,charge,1
dewgong,Water Pulse,charge,0
dewgong,Drill Run,charge,0
dewgong,Liquidation,charge,0
shadow dewgong,Frost Breath,fast,0
shadow dewgong,Ice Shard,fast,0
shadow dewgong,Iron Tail,fast,0
shadow dewgong,Aqua Jet,charge,0
shadow dewgong,Aurora Beam,charge,0
shadow dewgong,Blizzard,charge,0
shadow dewgong,Icy Wind,charge,0
shadow dewgong,Water Pulse,charge,0
shadow dewgong,Drill Run,charge,0
shadow dewgong,Liquidation,charge,0
grimer,Acid,fast,0
grimer,Mud Slap,fast,0
grimer,Poison Jab,fast,0
grimer,Mud Bomb,charge,0
grimer,Sludge,charge,0
grimer,Sludge Bomb,charge,0
alolan grimer,Bite,fast,0
alolan grimer,Poison Jab,fast,0
alolan grimer,Crunch,charge,0
alolan grimer,Gunk Shot,charge,0
alolan grimer,Sludge Bomb,charge,0
shadow grimer,Mud Slap,fast,0
shadow grimer,Poison Jab,fast,0
shadow grimer,Mud Bomb,charge,0
shadow grimer,Sludge,charge,0
shadow grimer,Sludge Bomb,charge,0
muk,Acid,fast,0
muk,Infestation,fast,0
muk,Lick,fast,1
muk,Poison Jab,fast,0
muk,Dark Pulse,charge,0
muk,Gunk Shot,charge,0
muk,Sludge Wave,charge,0
muk,Thunder Punch,charge,0
muk,Acid Spray,charge,0
alolan muk,Bite,fast,0
alolan muk,Poison Jab,fast,0
alolan muk,Snarl,fast,0
alolan muk,Dark Pulse,charge,0
alolan muk,Gunk Shot,charge,0
alolan muk,Sludge Wave,charge,0
alolan muk,Acid Spray,charge,0
shadow muk,Infestation,fast,0
shadow muk,Lick,fast,0
shadow muk,Poison Jab,fast,0
shadow muk,Dark Pulse,charge,0
shadow muk,Gunk Shot,charge,0
shadow muk,Sludge Wave,charge,0
shadow muk,Thunder Punch,charge,0
shadow muk,Acid Spray,charge,0
shellder,Ice Shard,fast,0
shellder,Tackle,fast,0
shellder,Bubble Beam,charge,0
